order_id,order_date,product_category,product_name,quantity,unit_price,total_value,customer_region,payment_method,order_status
ORD-1191,2024-12-31,Eletrônicos,Teclado Mecânico Redragon,1,320.47,320.47,Norte,Boleto,Entregue
ORD-1192,2024-12-31,Casa e Jardim,Vassoura Elétrica Robô,4,533.41,2133.64,Sudeste,Cartao,Entregue
ORD-1193,2024-12-31,Casa e Jardim,Kit Ferramentas 42 peças,5,117.2,586.0,Sudeste,Cartao,Entregue
ORD-1194,2024-12-31,Livros,O Poder do Hábito,1,36.31,36.31,Sudeste,Cartao,Cancelado
ORD-1195,2024-12-31,Moda,Calça Jeans Skinny,2,149.4,298.8,Sudeste,Cartao,Entregue
ORD-1196,2024-12-31,Esportes,Bicicleta Speed Aro 29,2,1374.83,2749.66,Centro-Oeste,Boleto,Cancelado
ORD-1197,2024-12-31,Moda,Calça Jeans Skinny,1,134.24,134.24,Centro-Oeste,Cartao,Entregue
ORD-1198,2024-12-31,Esportes,Bicicleta Speed Aro 29,1,1432.56,1432.56,Sudeste,Cartao,Entregue
ORD-1199,2024-12-31,Casa e Jardim,Vassoura Elétrica Robô,2,452.23,904.46,Nordeste,Boleto,Entregue
ORD-1200,2024-12-31,Esportes,Garrafa Térmica 1L,1,55.62,55.62,Sudeste,Cartao,Entregue
